cleaned_text,compound_score,predictedSentiment_vaders,predictedSentiment_naiveBayes,predictedEmotion_nb,predictedSentiment_svm,predictedEmotion_svm
imf arrives sri lanka discussions details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkbreakingnews…,0.0,0,0.0,5,1.0,3
russiaukraine war russian forces closing kiev – illustrated map details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.5994,-1,1.0,3,1.0,3
sri lanka ’ import ban nonessential ’ items dr harsha de silva speaks news cutter – watch details lka srilanka srilankanews srilankanewstoday newscutterlksrilankanews… srilankadaily lanka,-0.5574,-1,0.0,5,0.0,1
pandemic sole cause depletion sri lanka ’ foreign reserves themorninglkisthepandemi… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,1.0,4,1.0,3
licensed banks required strictly monitor receipts export goods sri lanka – central bank sri lanka news forex,0.0,0,1.0,5,0.0,3
sinhilese losing war tamils china stepped initial 1 billion military aidair power military infrastructure government colombo enabled genocide tamils sri lanka news doubt,-0.8807,-1,-1.0,1,0.0,4
120000 lp gas cylinders filled ready distribution morning sri lanka news lka srilanka gas themorninglk120000lpgas…,0.3612,1,1.0,0,1.0,3
prices medicinal drugs sri lanka increased 29 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkbreakingnews…,0.2732,1,1.0,5,-1.0,3
schools starting monday 14 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkbreakingnews…,0.0,0,0.0,1,0.0,4
schools starting monday 14 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkbreakingnews…,0.0,0,0.0,1,0.0,4
news alert circular issued education ministry secretary instructing school authorities allow students attend classes monday 14 march normally like prior covid19 situation read adaderanalk covid19 education srilankanews srilanka,0.7456,1,0.0,4,0.0,0
csa becomes first high school partner univiser lankatalks sri lanka news csa univiser lankatalkscomeconomygrowt…,0.0,0,1.0,1,1.0,4
standard chartered joins hands women win serve empower local working women ‘ shaktheen ’ lankatalks sri lanka news standardchartered womenempower serve lankatalkscomgeneralstand…,0.5859,1,1.0,1,1.0,1
gammanpila silenced parliament govt details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
gammanpila silenced parliament govt details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
solar power generating powerplant sampur details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,1.0,1,1.0,3
solar power generating powerplant sampur details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,1.0,1,1.0,3
indianmade train carriages service due defects details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4019,-1,-1.0,1,1.0,3
indianmade train carriages service due defects details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.4019,-1,-1.0,1,1.0,3
eu leaders fence ukraine details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkworldeumembe…,0.0,0,0.0,1,0.0,3
eu leaders fence ukraine details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkworldeumembe…,0.0,0,0.0,1,0.0,3
wimal says last time family governs sri lanka details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,1.0,3
wimal says last time family governs sri lanka details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,1.0,3
latest covid 19 vaccination program sri lanka today 11 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthcovidv…,0.0,0,1.0,1,1.0,3
latest covid 19 vaccination program sri lanka today 11 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthcovidv…,0.0,0,1.0,1,1.0,3
indian supreme court release tamil nadu terrorist convicted assassinating indian prime minister rajiv gandhi details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.2732,-1,0.0,5,1.0,3
indian supreme court release tamil nadu terrorist convicted assassinating indian prime minister rajiv gandhi details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.2732,-1,0.0,5,1.0,3
weather forecast friday 11 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
weather forecast friday 11 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
reform sri lanka ’ draconian abortion law • ukraine crisis risks pushing sri lanka closer default • un report increases pressure government amid continuing human rights violations│sri lanka news update march 10 2022 mailchimppearlactionpearl…,-0.8126,-1,1.0,5,1.0,4
sri lanka ’ position endorsed unhrc – gl watch lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.25,1,0.0,5,0.0,3
sri lanka ’ position endorsed unhrc – gl watch lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.25,1,0.0,5,0.0,3
dr harsha de silva comments meeting held sjb mps cbsl governor watch lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,4,0.0,3
dr harsha de silva comments meeting held sjb mps cbsl governor watch lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,4,0.0,3
sajith writes sumanthiran states sjb ’ position pta details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,0,-1.0,3
sajith writes sumanthiran states sjb ’ position pta details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,0,-1.0,3
gas shortage continue last another week details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.25,-1,1.0,0,1.0,3
gas shortage continue last another week details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.25,-1,1.0,0,1.0,3
sjb wants disciplinary action basils absence pment themorninglksjbwantsdisc… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,1.0,1,1.0,3
russiaukraine war limited advances across sectors – illustrated map details ukraine russia lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkworldrussiau…,-0.7003,-1,1.0,5,1.0,3
usd sold rs 260 bought around rs 250 several sri lankan banks details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,5,0.0,1
usd sold rs 260 bought around rs 250 several sri lankan banks details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,5,0.0,1
latest covid 19 vaccination program sri lanka today 10 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthlatest…,0.0,0,1.0,1,1.0,3
latest covid 19 vaccination program sri lanka today 10 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthlatest…,0.0,0,1.0,1,1.0,3
sri lanka open doors foreign investors country travoinfocom202203srila… srilankavisa srilankanews srilankatourism,0.0,0,1.0,4,1.0,4
wimal vasu gammanpila present govt mps ’ meeting details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,1.0,3
wimal vasu gammanpila present govt mps ’ meeting details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,1.0,3
uda cracking apartments details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
uda cracking apartments details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
government executive officers going strike today 10 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.128,-1,0.0,4,1.0,3
government executive officers going strike today 10 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.128,-1,0.0,4,1.0,3
use stairs instead elevators turn ac new circular issued govt institutions details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,1.0,4,1.0,4
use stairs instead elevators turn ac new circular issued govt institutions details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,1.0,4,1.0,4
personal data protection bill passed amendments details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,1.0,3
personal data protection bill passed amendments details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,1.0,3
items fall import export control regulations imposed newscutterlksrilankanews… srilankanewstoday srilanka lanka lka srilankanews,-0.0772,-1,0.0,1,0.0,1
ranjan apologise contempt court details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.296,-1,-1.0,0,0.0,3
ranjan apologise contempt court details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.296,-1,-1.0,0,0.0,3
gazette notification issued limiting imports 367 nonessential items sri lanka newscutter newscutterlkbreakingnews… lka srilanka,0.0,0,0.0,5,0.0,3
‘ enriching fabric community ’ – short film brandix produced bbc storyworks commercial productions lankatalks sri lanka news bbc brandix lankatalkscomeconomygrowt…,0.0,0,0.0,5,1.0,3
intention increase fuel price says new energy minister details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.296,1,1.0,1,1.0,3
hemas pharmaceuticals take orthopedic rehabilitation leader oppo medical greater heights sri lanka lankatalks sri lanka news oppo hemas lankatalkscomindustryheal…,0.3612,1,1.0,4,1.0,4
speaker orders turn lights parliament details newscutterlksrilankanews… lka srilanka srilankanews srilankanewstoday srilankadaily lanka,0.0,0,0.0,3,0.0,3
nations trust bank partnered ideal motors premium leasing solutions lankatalks sri lanka news idealmotors nationstrustbank lankatalkscomindustrybank…,0.8126,1,1.0,5,1.0,1
doctors demand preferential treatment obtaining fuel amidst fuel shortage details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,-0.3612,-1,-1.0,5,-1.0,3
harsha forecasts prolonged economic crisis sl due governance failure themorninglkharshaforecas… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.8126,-1,-1.0,5,-1.0,3
ranil urges govt table imf report parliament details newscutterlksrilankanews… lka srilanka srilankanews srilankanewstoday srilankadaily lanka,0.0,0,0.0,1,0.0,3
ranil urges govt table imf report parliament details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
namal appreciates female athletes international women ’ day details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksportnewsnam…,0.5106,1,1.0,1,1.0,3
weather forecast wednesday 09 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlksrilankanews…,0.0,0,0.0,1,0.0,3
latest covid 19 vaccination program sri lanka today 09 details lka srilanka srilankanews srilankanewstoday srilankadaily lanka newscutterlkhealthcovid1…,0.0,0,1.0,1,1.0,3
institutional legal framework several ministries state ministries revised themorninglkinstitutional… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.128,1,0.0,4,1.0,3
happy womens day sri lanka news source newsfirstlk20220308pres…,0.6784,1,1.0,1,1.0,3
srilanka know something inquiry elephantlovers raresrilanka srilankapmo srilankanews animalsavelk srilankanews2 srilankanews247 srilankanewsnow,0.0,0,-1.0,1,0.0,3
former cid dig ravi seneviratne files fr petition sc themorninglkformerciddig… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,0.0,0,0.0,4,1.0,3
basil requests public contribute combating fuel electricity crisis themorninglkbasilrequests… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.6249,-1,-1.0,5,0.0,3
sltmobitel empowers keragala ranaviru village high speed broadband connectivity solutions lankatalks sri lanka news sltmobitel broadband lankatalkscomindustrytech…,0.1779,1,-1.0,0,1.0,0
asus sri lanka ’ successful customer event reveals booming year despite covid19 challenges lankatalks sri lanka news asus srilanka lankatalkscomeventsasuss…,0.5541,1,1.0,1,1.0,3
sltmobitel offers attractive benefits preorders samsung ’ latest galaxy s22 5g series lankatalks sri lanka news sltmobitel samsung galaxys222 lankatalkscomindustrytech…,0.6705,1,1.0,5,1.0,3
international finance corporation reaffirms commitment sri lanka investments – sri lanka news agtechdailycominternationa…,0.3818,1,1.0,5,0.0,3
tense situation reported consular affairs division due power cut themorninglktensesituatio… srilanka srilankatweet lka srilankanews slnews breakingnews cmb colombo themorninglk themorning thesundaymorning,-0.5423,-1,-1.0,4,0.0,4
sri lanka news sri lanka hikes rates economy risks collapse economic times meconomictimescomnewsint…,-0.6486,-1,1.0,1,1.0,3
